title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Dora the Explorer: Dora Saves the Mermaids    ,DS,2K Play  ,Black Lantern Studios  ,1.05m,0.97m,0.01m,N/A,0.08m,05th Nov 07  
Adventure Island    ,NES,Hudson Soft  ,Hudson Soft / West One  ,1.05m,N/A,N/A,1.05m,0.00m,01st Sep 88  
Mega Man X4    ,PS,Capcom  ,Capcom  ,1.04m,0.45m,0.30m,0.22m,0.07m,01st Jan 97  
The Simpsons Game    ,X360,Electronic Arts  ,EA Redwood Shores  ,1.04m,0.54m,0.39m,N/A,0.11m,30th Oct 07  
Super Princess Peach    ,DS,Nintendo  ,TOSE Software  ,1.03m,0.70m,0.05m,0.21m,0.07m,27th Feb 06  
Donkey Kong Land III    ,GB,Nintendo  ,Rare Ltd.  ,1.03m,0.68m,0.31m,N/A,0.04m,01st Sep 97  
Sonic Unleashed    ,PS3,Sega  ,Sonic Team  ,1.03m,0.56m,0.32m,0.01m,0.14m,09th Dec 08  
Shrek 2    ,GC,Activision  ,"Luxoflux, Inc.  ",1.02m,0.73m,0.26m,0.01m,0.03m,28th Apr 04  
Wall-E    ,Wii,THQ  ,Heavy Iron Studios  ,1.02m,0.51m,0.40m,N/A,0.11m,24th Jun 08  
The Simpsons Game    ,Wii,Electronic Arts  ,EA Redwood Shores  ,1.01m,0.45m,0.46m,N/A,0.11m,30th Oct 07  
Rayman Origins    ,PS3,Ubisoft  ,Ubisoft  ,1.00m,0.33m,0.50m,0.01m,0.16m,15th Nov 11  
Kirby: Mass Attack    ,DS,Nintendo  ,HAL Laboratory  ,1.00m,0.48m,0.06m,0.41m,0.05m,19th Sep 11  
Oddworld: Abe's Exoddus    ,PS,GT Interactive  ,Oddworld Inhabitans  ,0.99m,0.55m,0.38m,N/A,0.06m,17th Nov 98  
Shadow The Hedgehog    ,GC,Sega  ,Sonic Team  ,0.99m,0.76m,0.20m,N/A,0.03m,15th Nov 05  
Disney Epic Mickey 2: The Power of Two    ,Wii,Disney Interactive Studios  ,Junction Point Studios  ,0.98m,0.67m,0.22m,N/A,0.09m,18th Nov 12  
Donkey Kong Junior    ,2600,Coleco  ,Nintendo  ,0.97m,0.90m,0.05m,N/A,0.01m,01st Jan 83  
de Blob    ,Wii,THQ  ,Blue Tongue  ,0.96m,0.49m,0.37m,0.00m,0.10m,22nd Sep 08  
Skylanders: Trap Team    ,Wii,Activision  ,Toys for Bob  ,0.95m,0.41m,0.46m,N/A,0.08m,05th Oct 14  
Sonic Unleashed    ,X360,Sega  ,Sonic Team  ,0.95m,0.54m,0.32m,0.00m,0.09m,20th Nov 08  
SpongeBob SquarePants: Battle for Bikini Bottom    ,GC,THQ  ,Heavy Iron Studios  ,0.95m,0.74m,0.19m,N/A,0.03m,31st Oct 03  
Sonic the Hedgehog (2006)    ,X360,Sega  ,Sonic Team  ,0.94m,0.39m,0.45m,N/A,0.11m,14th Nov 06  
The SpongeBob SquarePants Movie    ,GC,THQ  ,Heavy Iron Studios  ,0.94m,0.73m,0.19m,N/A,0.03m,27th Oct 04  
Castlevania II: Simon's Quest    ,NES,Konami  ,Konami  ,0.93m,0.45m,0.06m,0.42m,N/A,01st Nov 88  
Mega Man 4    ,NES,Capcom  ,Capcom  ,0.93m,0.51m,0.09m,0.32m,0.01m,01st Jan 92  
Toy Story 2: Buzz Lightyear to the Rescue!     ,N64,Activision  ,Traveller's Tales  ,0.93m,0.71m,0.20m,N/A,0.01m,17th Nov 99  
Jak and Daxter Collection    ,PS3,Sony Computer Entertainment  ,Naughty Dog  ,0.93m,0.60m,0.18m,N/A,0.15m,07th Feb 12  
Balloon Fight    ,NES,Nintendo  ,Nintendo R&D1  ,0.92m,0.39m,0.09m,0.43m,0.01m,01st Jun 86  
Kung Fu Panda    ,Wii,Activision  ,XPEC  ,0.92m,0.50m,0.32m,N/A,0.09m,03rd Jun 08  
Glover    ,N64,Hasbro Interactive  ,Interactive Studios Ltd.  ,0.91m,0.72m,0.17m,N/A,0.01m,31st Oct 98  
Skylanders: Trap Team    ,X360,Activision  ,Toys for Bob  ,0.91m,0.55m,0.27m,N/A,0.08m,05th Oct 14  
Sonic Heroes    ,XB,Sega  ,Sonic Team  ,0.90m,0.41m,0.43m,0.01m,0.05m,27th Jan 04  
Spider-Man 3    ,PS2,Activision  ,Vicarious Visions  ,0.90m,0.74m,0.03m,0.01m,0.12m,04th May 07  
Madagascar    ,GBA,Activision  ,Vicarious Visions  ,0.89m,0.62m,0.24m,N/A,0.03m,23rd May 05  
Castlevania: Circle of the Moon    ,GBA,Konami  ,KCEK  ,0.89m,0.60m,0.22m,0.05m,0.02m,10th Jun 01  
The Simpsons Game    ,PS3,Electronic Arts  ,EA Redwood Shores  ,0.89m,0.38m,0.36m,N/A,0.14m,30th Oct 07  
Mega Man 8 Anniversary Collector's Edition    ,PS,Capcom  ,Capcom  ,0.88m,0.44m,0.30m,0.09m,0.06m,28th Feb 97  
Gex    ,PS,Crystal Dynamics  ,Crystal Dynamics  ,0.87m,0.49m,0.33m,N/A,0.06m,13th Dec 95  
Castlevania III: Dracula's Curse    ,NES,Konami  ,Konami  ,0.85m,0.40m,0.07m,0.37m,0.01m,01st Oct 90  
The Legendary Starfy    ,DS,Nintendo  ,TOSE Software  ,0.85m,0.60m,N/A,0.20m,0.05m,08th Jun 09  
Ratatouille    ,PS2,THQ  ,Asobo Studio  ,0.85m,0.31m,0.00m,N/A,0.53m,26th Jun 07  
Sly 3: Honor Among Thieves    ,PS2,Sony Computer Entertainment  ,Sucker Punch  ,0.83m,0.69m,0.03m,N/A,0.11m,26th Sep 05  
Rocket Power: Beach Bandits    ,PS2,THQ  ,Evolution Games  ,0.82m,0.40m,0.31m,N/A,0.10m,20th Sep 02  
Patapon    ,PSP,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,0.82m,0.33m,0.25m,0.07m,0.17m,26th Feb 08  
Mega Man    ,NES,Capcom  ,Capcom  ,0.81m,0.45m,0.08m,0.27m,0.01m,01st Dec 87  
Mega Man 5    ,NES,Capcom  ,Capcom  ,0.79m,0.39m,0.07m,0.32m,0.01m,01st Dec 92  
Secret Agent Barbie: Royal Jewels Mission    ,GBA,VU Games  ,Digital Illusions  ,0.78m,0.56m,0.21m,N/A,0.01m,08th Oct 02  
New Super Mario Bros. 2    ,3DS,Unknown  ,Nintendo EAD  ,0.78m,N/A,N/A,0.78m,N/A,N/A  
Rayman Origins    ,X360,Ubisoft  ,Ubisoft  ,0.78m,0.38m,0.32m,N/A,0.08m,15th Nov 11  
Conker's Bad Fur Day    ,N64,Rare  ,Rare Ltd.  ,0.77m,0.53m,0.22m,N/A,0.02m,04th Mar 01  
Maximo: Ghosts to Glory    ,PS2,Capcom  ,Capcom  ,0.77m,0.38m,0.29m,N/A,0.10m,11th Feb 02  
Donkey Kong Country 3    ,GBA,Nintendo  ,Rare Ltd.  ,0.77m,0.45m,0.17m,0.14m,0.01m,07th Nov 05  
Sonic Unleashed    ,PS2,Sega  ,Sonic Team/Dimps Corporation  ,0.76m,0.37m,0.04m,N/A,0.36m,18th Nov 08  
Banjo-Kazooie: Nuts & Bolts    ,X360,Microsoft Game Studios  ,Rare Ltd.  ,0.76m,0.32m,0.35m,0.00m,0.08m,12th Nov 08  
Wall-E    ,PS2,THQ  ,Asobo Studio  ,0.75m,0.21m,0.00m,N/A,0.54m,24th Jun 08  
Ratchet & Clank Collection    ,PS3,Sony Computer Entertainment  ,Idol Minds  ,0.75m,0.47m,0.14m,0.02m,0.12m,28th Aug 12  
LEGO City Undercover    ,PS4,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.75m,0.17m,0.46m,0.01m,0.12m,04th Apr 17  
Mega Man X5    ,PS,Capcom  ,Capcom  ,0.75m,0.30m,0.21m,0.20m,0.05m,01st Feb 01  
Sonic Forces    ,NS,Sega  ,Sonic Team  ,0.74m,0.39m,0.27m,0.01m,0.06m,07th Nov 17  
Classic NES Series: Donkey Kong    ,GBA,Nintendo  ,Nintendo  ,0.73m,0.40m,0.15m,0.17m,0.01m,02nd Jun 04  
Croc 2    ,PS,Fox Interactive  ,Argonaut Games  ,0.73m,0.41m,0.28m,N/A,0.05m,30th Jun 99  
Oddworld: Munch's Oddysee    ,XB,Microsoft  ,Oddworld Inhabitants  ,0.73m,0.54m,0.16m,N/A,0.03m,06th Nov 01  
Rabbids Go Home    ,DS,Ubisoft  ,Ubisoft Montpellier  ,0.72m,0.35m,0.30m,N/A,0.07m,03rd Nov 09  
Kirby: Canvas Curse    ,DS,Nintendo  ,HAL Laboratory  ,0.72m,0.36m,0.00m,0.32m,0.03m,13th Jun 05  
Kangaroo    ,2600,Atari  ,Atari  ,0.72m,0.67m,0.04m,N/A,0.01m,01st Jan 83  
Astro Bot Rescue Mission    ,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,0.71m,0.22m,0.36m,0.02m,0.11m,02nd Oct 18  
Spyro: Enter the Dragonfly    ,GC,VU Games  ,Equinoxe  ,0.71m,0.55m,0.14m,N/A,0.02m,08th Nov 02  
Skylanders: Trap Team    ,PS3,Activision  ,Toys for Bob  ,0.70m,0.28m,0.30m,N/A,0.12m,05th Oct 14  
Ape Escape: On the Loose    ,PSP,Sony Computer Entertainment  ,SIMS  ,0.70m,0.52m,0.01m,0.12m,0.05m,22nd Mar 05  
Disney's Chicken Little    ,GBA,Buena Vista  ,A2M  ,0.70m,0.50m,0.18m,N/A,0.01m,20th Oct 05  
Super Mario USA    ,NES,Nintendo  ,Nintendo EAD  ,0.69m,N/A,N/A,0.69m,0.00m,14th Sep 92  
The Sly Collection    ,PS3,Sony Computer Entertainment  ,Sanzaru Games  ,0.69m,0.52m,0.08m,0.01m,0.08m,09th Nov 10  
Mappy    ,NES,Namco  ,Namco  ,0.69m,N/A,N/A,0.69m,N/A,14th Nov 84  
Kirby's Dream Collection: Special Edition    ,Wii,Nintendo  ,HAL Laboratory  ,0.69m,0.33m,N/A,0.33m,0.03m,16th Sep 12  
Rayman Legends    ,NS,Ubisoft  ,Ubisoft Montpellier  ,0.69m,0.23m,0.40m,N/A,0.05m,12th Sep 17  
Rayman Legends    ,WiiU,Ubisoft  ,Ubisoft Montpellier  ,0.68m,0.25m,0.35m,0.03m,0.05m,03rd Sep 13  
Mortal Kombat Mythologies: Sub-Zero    ,PS,Midway Games  ,Avalanche Software  ,0.68m,0.38m,0.26m,N/A,0.04m,01st Oct 97  
Frozen: Olaf's Quest    ,3DS,GameMill Entertainment  ,1st Playable Productions  ,0.68m,0.32m,0.31m,N/A,0.06m,12th Nov 13  
Spider-Man 3     ,PS3,Activision  ,Treyarch  ,0.67m,0.26m,0.29m,0.02m,0.11m,04th May 07  
The Fairly Odd Parents: Breakin Da Rules    ,PS2,THQ  ,Blitz Games  ,0.67m,0.33m,0.25m,N/A,0.09m,03rd Nov 03  
Ratatouille    ,PSP,THQ  ,Locomotive Games  ,0.66m,0.22m,0.28m,N/A,0.16m,26th Jun 07  
Madagascar    ,GC,Activision  ,Toys for Bob  ,0.66m,0.52m,0.13m,N/A,0.02m,24th May 05  
Disney's Kim Possible 2: Drakken's Demise    ,GBA,Disney Interactive Studios  ,Artificial Mind and Movement  ,0.66m,0.47m,0.17m,N/A,0.01m,15th Sep 04  
Spyro Reignited Trilogy    ,XOne,Activision  ,Toys for Bob  ,0.65m,0.36m,0.24m,N/A,0.06m,13th Nov 18  
Wario: Master of Disguise    ,DS,Nintendo  ,Suzak  ,0.65m,0.28m,0.02m,0.33m,0.03m,05th Mar 07  
Kung Fu Panda    ,PS2,Activision  ,XPEC  ,0.65m,0.24m,0.00m,N/A,0.41m,03rd Jun 08  
Tearaway    ,PSV,Sony Computer Entertainment America  ,Media Molecule  ,0.65m,0.10m,0.41m,N/A,0.15m,22nd Nov 13  
Disney's Chicken Little    ,PS2,Buena Vista  ,Avalanche Software  ,0.65m,0.32m,0.25m,N/A,0.08m,20th Oct 05  
Yoshi Topsy-Turvy    ,GBA,Nintendo  ,Artoon  ,0.65m,0.25m,0.09m,0.30m,0.01m,13th Jun 05  
Crash Bandicoot N. Sane Trilogy    ,XOne,Activision  ,Vicarious Visions  ,0.65m,0.23m,0.37m,N/A,0.05m,29th Jun 18  
Wall-E    ,PSP,THQ  ,Heavy Iron Studios  ,0.65m,0.29m,0.22m,N/A,0.14m,24th Jun 08  
LEGO City Undercover    ,NS,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.65m,0.23m,0.33m,0.03m,0.05m,04th Apr 17  
Crash Bandicoot Purple: Ripto's Rampage    ,GBA,Vivendi Games  ,Vicarious Visions  ,0.64m,0.46m,0.17m,N/A,0.01m,03rd Jun 04  
Spyro: A Hero's Tail    ,PS2,VU Games  ,Eurocom Entertainment Software  ,0.64m,0.32m,0.25m,N/A,0.08m,03rd Nov 04  
Crash: Twinsanity    ,PS2,VU Games  ,Traveller's Tales  ,0.64m,0.32m,0.25m,N/A,0.08m,28th Sep 04  
Rayman 3D    ,3DS,Ubisoft  ,Ubisoft  ,0.64m,0.23m,0.36m,N/A,0.06m,22nd Mar 11  
Castlevania    ,N64,Konami  ,KCEK  ,0.64m,0.44m,0.10m,0.04m,0.05m,26th Jan 99  
Rayman 2: The Great Escape    ,N64,Ubisoft  ,Ubisoft  ,0.64m,0.40m,0.22m,N/A,0.02m,31st Oct 99  
LittleBigPlanet 3    ,PS3,Sony Computer Entertainment  ,Sumo Digital  ,0.64m,0.20m,0.33m,0.01m,0.10m,18th Nov 14  
Lemony Snicket's A Series of Unfortunate Events    ,PS2,Activision  ,Adrenium Games  ,0.64m,0.31m,0.24m,N/A,0.08m,10th Nov 04  
A Bug's Life    ,N64,Activision  ,Traveller's Tales  ,0.63m,0.49m,0.13m,N/A,0.01m,30th Apr 99  
Super Castlevania IV    ,SNES,Konami  ,Konami  ,0.63m,0.32m,0.05m,0.25m,0.01m,01st Dec 91  
Ape Escape 2    ,PS2,Ubisoft  ,SCE Japan Studio  ,0.63m,0.12m,0.09m,0.38m,0.03m,30th Jun 03  
Buzz Lightyear of Star Command    ,PS,Activision  ,Traveller's Tales  ,0.63m,0.35m,0.24m,N/A,0.04m,26th Sep 00  
The Princess and the Frog    ,DS,Disney Interactive Studios  ,Griptonite Games  ,0.62m,0.41m,0.16m,N/A,0.06m,17th Nov 09  
Jak and Daxter: The Lost Frontier    ,PSP,Sony Computer Entertainment  ,High Impact Games  ,0.62m,0.18m,0.28m,0.00m,0.16m,03rd Nov 09  
Tak 2: The Staff of Dreams    ,PS2,THQ  ,Avalanche Software  ,0.62m,0.30m,0.24m,N/A,0.08m,11th Oct 04  
Disney's 102 Dalmatians: Puppies to the Rescue    ,PS,Eidos Interactive  ,Toys for Bob  ,0.62m,0.34m,0.23m,N/A,0.04m,08th Nov 00  
Wall-E    ,X360,THQ  ,Heavy Iron Studios  ,0.62m,0.29m,0.26m,N/A,0.07m,24th Jun 08  
Dora the Explorer: Super Spies    ,GBA,Gotham Games  ,Cinegroupe  ,0.61m,0.44m,0.16m,N/A,0.01m,25th Oct 04  
Skylanders SWAP Force    ,WiiU,Activision  ,Unknown  ,0.61m,0.39m,0.16m,N/A,0.06m,13th Oct 13  
Rayman Legends    ,PS3,Ubisoft  ,Ubisoft Montpellier  ,0.61m,0.14m,0.38m,N/A,0.09m,03rd Sep 13  
Shadow The Hedgehog    ,PS2,Sega  ,Sonic Team  ,0.60m,0.50m,0.02m,N/A,0.08m,15th Nov 05  
Secret Agent Clank    ,PS2,Sony Computer Entertainment  ,Sanzaru Games  ,0.60m,0.13m,0.18m,N/A,0.29m,26th May 09  
New Play Control! Donkey Kong Jungle Beat    ,Wii,Nintendo  ,Nintendo EAD Tokyo  ,0.60m,0.23m,0.17m,0.14m,0.05m,04th May 09  
Crash Bandicoot: The Wrath of Cortex    ,GC,Universal Interactive  ,Traveller's Tales  ,0.59m,0.46m,0.12m,N/A,0.02m,17th Sep 02  
Mega Man Anniversary Collection    ,PS2,Capcom  ,Atomic Planet Entertainment  ,0.59m,0.29m,0.22m,N/A,0.08m,22nd Jun 04  
Rayman Origins    ,PSV,Ubisoft  ,UBIart Montpellier  ,0.59m,0.12m,0.37m,0.00m,0.10m,14th Feb 12  
Mega Man X7    ,PS2,Capcom  ,Capcom  ,0.58m,0.22m,0.17m,0.14m,0.06m,14th Oct 03  
Kinect Rush: A Disney Pixar Adventure    ,X360,Microsoft Studios  ,Asobo Studio  ,0.58m,0.38m,0.15m,N/A,0.06m,20th Mar 12  
Sly Cooper: Thieves in Time    ,PS3,Sony Computer Entertainment  ,Sanzaru Games  ,0.58m,0.35m,0.13m,N/A,0.10m,05th Feb 13  
Kirby and the Rainbow Curse    ,WiiU,Nintendo  ,HAL Laboratory  ,0.58m,0.26m,0.14m,0.13m,0.04m,20th Feb 15  
Gex: Enter The Gecko    ,PS,Midway Games  ,Crystal Dynamics  ,0.58m,0.32m,0.22m,N/A,0.04m,31st Jan 98  
SpongeBob SquarePants: Battle for Bikini Bottom    ,XB,THQ  ,Heavy Iron Studios  ,0.57m,0.45m,0.10m,N/A,0.02m,31st Oct 03  
Spider-Man 3     ,X360,Activision  ,Treyarch  ,0.57m,0.49m,0.04m,N/A,0.04m,04th May 07  
The Legend of Spyro: Dawn of the Dragon    ,Wii,Vivendi Games  ,Etranges Libellules  ,0.57m,0.34m,0.17m,N/A,0.05m,21st Oct 08  
The Incredible Hulk    ,GBA,Universal Interactive  ,Pocket Studios  ,0.56m,0.40m,0.15m,N/A,0.01m,27th May 03  
"Monsters, Inc. Scream Team    ",PS,Sony Computer Entertainment  ,Artificial Mind and Movement  ,0.56m,0.31m,0.21m,N/A,0.04m,30th Oct 01  
Mega Man X2    ,SNES,Capcom  ,Capcom  ,0.56m,0.09m,0.02m,0.45m,0.00m,01st Jan 94  
Blinx: The Time Sweeper    ,XB,Microsoft Game Studios  ,Artoon  ,0.56m,0.39m,0.15m,N/A,0.02m,07th Oct 02  
Dora The Explorer: Dora Saves the Snow Princess    ,Wii,2K Play  ,High Voltage Software  ,0.56m,0.49m,0.02m,N/A,0.04m,27th Oct 08  
Sonic Forces    ,PS4,Sega  ,Sonic Team  ,0.56m,0.15m,0.31m,0.01m,0.09m,07th Nov 17  
Rayman Origins    ,Wii,Ubisoft  ,Ubisoft  ,0.55m,0.21m,0.28m,N/A,0.06m,15th Nov 11  
Ratchet & Clank: Quest for Booty    ,PS3,Sony Computer Entertainment  ,Insomniac Games  ,0.55m,0.00m,0.52m,N/A,0.03m,12th Sep 08  
Poochy & Yoshi's Woolly World    ,3DS,Nintendo  ,Good-Feel  ,0.55m,0.20m,0.16m,0.17m,0.03m,03rd Feb 17  
Secret Agent Clank(US sales)    ,PSP,Sony Computer Entertainment  ,High Impact Games  ,0.55m,0.33m,0.22m,N/A,N/A,17th Jun 08  
Mega Man Zero    ,GBA,Capcom  ,Inti Creates  ,0.55m,0.22m,0.08m,0.24m,0.01m,09th Sep 02  
Shrek 2    ,XB,Activision  ,"Luxoflux, Inc.  ",0.55m,0.40m,0.13m,N/A,0.02m,28th Apr 04  
Donkey Kong Jungle Climber    ,DS,Nintendo  ,Paon Corporation  ,0.55m,0.25m,0.03m,0.24m,0.03m,10th Sep 07  
Tak and the Power of Juju    ,GBA,THQ  ,Avalanche Software  ,0.55m,0.39m,0.15m,N/A,0.01m,15th Oct 03  
The SpongeBob SquarePants Movie    ,XB,THQ  ,Heavy Iron Studios  ,0.54m,0.40m,0.12m,N/A,0.02m,27th Oct 04  
The Fairly Odd Parents: Breakin' Da Rules    ,GBA,THQ  ,Helixe  ,0.54m,0.39m,0.14m,N/A,0.01m,03rd Nov 03  
Over the Hedge    ,PS2,Activision  ,Edge of Reality  ,0.54m,0.45m,0.02m,N/A,0.07m,09th May 06  
Popeye    ,2600,Parker Bros.  ,Parker Bros.  ,0.54m,0.50m,0.03m,N/A,0.01m,01st Jan 83  
Gex 3: Deep Cover Gecko    ,PS,Eidos Interactive  ,Crystal Dynamics  ,0.53m,0.30m,0.20m,N/A,0.03m,01st Mar 99  
Ty the Tasmanian Tiger 2: Bush Rescue    ,PS2,Electronic Arts  ,Krome Studios  ,0.53m,0.26m,0.20m,N/A,0.07m,12th Oct 04  
Disney Epic Mickey 2: The Power of Two    ,X360,Disney Interactive Studios  ,Junction Point Studios  ,0.52m,0.32m,0.15m,N/A,0.05m,18th Nov 12  
Skylanders: Trap Team    ,PS4,Activision  ,Toys for Bob  ,0.52m,0.25m,0.18m,N/A,0.09m,05th Oct 14  
Frozen: Olaf's Quest    ,DS,GameMill Entertainment  ,1st Playable Productions  ,0.52m,0.21m,0.27m,N/A,0.04m,12th Nov 13  
Mega Man 6    ,NES,Nintendo  ,Capcom  ,0.52m,0.28m,0.07m,0.16m,0.01m,01st Mar 94  
Kung Fu Panda    ,PS3,Activision  ,Luxoflux  ,0.52m,0.21m,0.21m,N/A,0.09m,03rd Jun 08  
The Magical Quest starring Mickey Mouse (weekly jp sales)    ,SNES,Capcom  ,Capcom  ,0.52m,N/A,N/A,0.52m,N/A,01st Dec 92  
Ratatouille    ,PS3,THQ  ,Heavy Iron Studios  ,0.51m,0.09m,0.32m,N/A,0.10m,23rd Oct 07  
Wrecking Crew    ,NES,Nintendo  ,Nintendo  ,0.51m,N/A,N/A,0.51m,N/A,01st Oct 85  
Monsters vs. Aliens    ,DS,Activision  ,Amaze Entertainment  ,0.51m,0.33m,0.13m,N/A,0.05m,24th Mar 09  
Disney's Kim Possible: Revenge of Monkey Fist    ,GBA,Disney Interactive Studios  ,Digital Eclipse  ,0.51m,0.37m,0.14m,N/A,0.01m,13th Nov 02  
Looney Tunes: Back in Action    ,PS2,Warner Bros. Interactive  ,Warthog  ,0.50m,0.25m,0.19m,N/A,0.06m,19th Nov 03  
Ratatouille    ,Wii,THQ  ,Asobo Studio  ,0.50m,0.43m,0.03m,N/A,0.04m,26th Jun 07  
Crash: Mind Over Mutant    ,PS2,Activision  ,Radical Entertainment  ,0.50m,0.25m,0.19m,N/A,0.06m,07th Oct 08  
Epic Mickey: Power of Illusion    ,3DS,Disney Interactive Studios  ,DreamRift  ,0.50m,0.36m,0.05m,0.04m,0.04m,18th Nov 12  
Rayman Advance    ,GBA,Ubisoft  ,Digital Eclipse  ,0.50m,0.36m,0.13m,N/A,0.01m,10th Jun 01  
Nicktoons: Attack of the Toybots    ,PS2,THQ  ,Blue Tongue Entertainment  ,0.50m,0.24m,0.19m,N/A,0.06m,23rd Oct 07  
SpongeBob SquarePants: Creature from the Krusty Krab    ,Wii,THQ  ,Blitz Games  ,0.49m,0.44m,0.02m,N/A,0.04m,13th Nov 06  
SpongeBob SquarePants: Creature from the Krusty Krab    ,DS,THQ  ,WayForward Technologies  ,0.49m,0.45m,0.00m,N/A,0.04m,18th Oct 06  
Pac-Man World 2    ,XB,Namco  ,Namco  ,0.49m,0.36m,0.11m,N/A,0.02m,15th Oct 02  
Disney Epic Mickey 2: The Power of Two    ,PS3,Disney Interactive Studios  ,Junction Point Studios  ,0.48m,0.21m,0.19m,N/A,0.08m,18th Nov 12  
Sonic Lost World    ,3DS,Sega  ,Dimps Corporation  ,0.48m,0.22m,0.15m,0.07m,0.04m,29th Oct 13  
Spider-Man 3     ,Wii,Activision  ,Vicarious Visions  ,0.47m,0.42m,0.02m,N/A,0.04m,04th May 07  
Densetsu no Stafi    ,GBA,Nintendo  ,TOSE  ,0.47m,N/A,N/A,0.46m,0.01m,06th Sep 02  
Bomberman Hero    ,N64,Nintendo  ,AI  ,0.47m,0.27m,0.06m,0.08m,0.05m,01st Sep 98  
Crash: Mind Over Mutant    ,X360,Activision  ,Radical Entertainment  ,0.47m,0.22m,0.20m,N/A,0.05m,21st Oct 08  
Knack 2    ,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,0.47m,0.14m,0.25m,0.01m,0.07m,05th Sep 17  
Spider-Man 3     ,DS,Activision  ,Vicarious Visions  ,0.47m,0.41m,0.02m,N/A,0.04m,04th May 07  
Sonic Mania    ,NS,Sega  ,PagodaWest Games  ,0.47m,0.23m,0.18m,0.01m,0.04m,15th Aug 17  
Rayman Legends    ,X360,Ubisoft  ,Ubisoft Montpellier  ,0.46m,0.19m,0.24m,N/A,0.04m,03rd Sep 13  
Disney's Kim Possible 3: Team Possible    ,GBA,Disney Interactive Studios  ,Artificial Mind and Movement  ,0.46m,0.33m,0.12m,N/A,0.01m,21st Aug 05  
Crayon Shin-Chan: Arashi o Yobu Enji    ,SNES,Bandai  ,Bandai  ,0.46m,N/A,N/A,0.46m,0.00m,30th Jul 93  
Stuart Little 2    ,GBA,Activision  ,Creations  ,0.46m,0.33m,0.12m,N/A,0.01m,12th Jul 02  
Tak 2: The Staff of Dreams    ,GBA,THQ  ,Avalanche Software  ,0.46m,0.33m,0.12m,N/A,0.01m,11th Oct 04  
Scooby-Doo    ,GBA,THQ  ,Helixe  ,0.46m,0.33m,0.12m,N/A,0.01m,15th Nov 01  
The Princess and the Frog    ,Wii,Disney Interactive Studios  ,Griptonite Games  ,0.46m,0.29m,0.13m,N/A,0.04m,17th Nov 09  
The Legend of Spyro: Dawn of the Dragon    ,DS,Vivendi Games  ,Tantalus  ,0.46m,0.26m,0.15m,N/A,0.05m,21st Oct 08  
Jak and Daxter: The Lost Frontier    ,PS2,Sony Computer Entertainment  ,High Impact Games  ,0.46m,0.22m,0.17m,N/A,0.06m,03rd Nov 09  
Dora the Explorer: Dora Saves the Snow Princess    ,DS,2K Play  ,Black Lantern Studios  ,0.46m,0.26m,0.16m,N/A,0.04m,05th Nov 08  
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild    ,GBA,THQ  ,Climax Group / ImaginEngine  ,0.45m,0.33m,0.12m,N/A,0.01m,04th Mar 05  
Skylanders: Trap Team    ,XOne,Activision  ,Toys for Bob  ,0.45m,0.34m,0.07m,N/A,0.04m,05th Oct 14  
Skylanders Imaginators    ,WiiU,Activision  ,Toys for Bob  ,0.45m,0.19m,0.22m,N/A,0.04m,16th Oct 16  
Densetsu no Stafi 2    ,GBA,Nintendo  ,TOSE  ,0.44m,N/A,N/A,0.43m,0.01m,05th Sep 03  
Hey! Pikmin    ,3DS,Nintendo  ,Arzest  ,0.44m,0.17m,0.08m,0.17m,0.03m,28th Jul 17  
The Legend of Spyro: Dawn of the Dragon    ,PS3,Vivendi Games  ,Etranges Libellules  ,0.44m,0.19m,0.19m,N/A,0.07m,21st Oct 08  
Wario World    ,GC,Nintendo  ,"Treasure Co., Ltd.  ",0.44m,0.34m,0.09m,N/A,0.01m,24th Jun 03  
Crash: Mind Over Mutant    ,Wii,Activision  ,Radical Entertainment  ,0.44m,0.35m,0.06m,N/A,0.03m,07th Oct 08  
Nicktoons: Attack of the Toybots    ,Wii,THQ  ,Blue Tongue Entertainment  ,0.44m,0.40m,0.00m,N/A,0.03m,23rd Oct 07  
Skylanders Imaginators    ,PS4,Activision  ,Toys for Bob  ,0.43m,0.18m,0.18m,N/A,0.07m,16th Oct 16  
NiGHTS into dreams...    ,SAT,Sega  ,Sonic Team  ,0.43m,N/A,N/A,0.43m,0.00m,01st Aug 96  
Crash: Mind Over Mutant    ,PSP,Activision  ,Virtuos  ,0.43m,0.11m,0.21m,N/A,0.11m,21st Oct 08  
Bionicle    ,PS2,Electronic Arts  ,Argonaut Games  ,0.43m,0.21m,0.17m,N/A,0.06m,20th Oct 03  
The Powerpuff Girls: Him and Seek    ,GBA,BAM! Entertainment  ,Vicarious Visions  ,0.43m,0.31m,0.11m,N/A,0.01m,29th Oct 02  
Mega Man Zero 2    ,GBA,Capcom  ,Inti Creates  ,0.43m,0.18m,0.07m,0.17m,0.01m,14th Oct 03  
