title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Samba De Amigo    ,Wii,Sega  ,Gearbox Software  ,0.89m,0.41m,0.37m,0.01m,0.09m,23rd Sep 08  
SingStar Anthems    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,0.89m,N/A,0.68m,N/A,0.20m,04th Aug 06  
Buzz! Quiz TV    ,PS3,Sony Computer Entertainment  ,Relentless Software  ,0.88m,0.28m,0.47m,N/A,0.13m,23rd Sep 08  
Buzz! The Mega Quiz    ,PS2,Sony Computer Entertainment  ,Relentless Software  ,0.88m,0.32m,0.06m,N/A,0.50m,30th Oct 07  
Rock Band 3    ,X360,MTV Games  ,Harmonix Music Systems  ,0.88m,0.73m,0.09m,N/A,0.06m,26th Oct 10  
Tales of Xillia 2    ,PS3,Namco Bandai Games  ,Unknown  ,0.87m,0.22m,0.13m,0.45m,0.07m,19th Aug 14  
Peppa Pig: The Game    ,DS,Pinnacle  ,Asylum Entertainment  ,0.87m,N/A,0.81m,N/A,0.06m,28th Nov 08  
Michael Jackson: The Experience    ,X360,Ubisoft  ,Ubisoft Montreal  ,0.87m,0.62m,0.18m,0.00m,0.07m,12th Apr 11  
The Evil Within    ,PS3,Bethesda Softworks  ,Tango Gameworks  ,0.87m,0.27m,0.35m,0.13m,0.12m,14th Oct 14  
Wizards of Waverly Place    ,DS,Disney Interactive Studios  ,"Black Lantern Studios, Inc.  ",0.87m,0.59m,0.20m,N/A,0.08m,25th Aug 09  
SingStar '90s    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,0.87m,0.10m,0.59m,N/A,0.18m,18th Mar 08  
Wii Fit U    ,WiiU,Nintendo  ,Nintendo  ,0.86m,0.35m,0.24m,0.21m,0.06m,10th Jan 14  
Guitar Hero: Warriors of Rock    ,X360,Activision  ,Neversoft Entertainment  ,0.86m,0.47m,0.31m,N/A,0.07m,28th Sep 10  
Pictionary    ,Wii,THQ  ,"Page 44 Studios, LLC  ",0.86m,0.60m,0.19m,N/A,0.07m,14th Nov 10  
DJ Hero 2    ,X360,Activision  ,FreeStyle Games  ,0.83m,0.65m,0.12m,N/A,0.06m,19th Oct 10  
Yu-Gi-Oh! Dark Duel Stories    ,GB,Konami  ,KCEJ  ,0.83m,N/A,N/A,0.83m,N/A,18th Mar 02  
The Game of Life    ,PS,Hasbro Interactive  ,Double Helix Games  ,0.83m,0.46m,0.31m,N/A,0.05m,30th Sep 98  
Karaoke Revolution Glee    ,Wii,Konami  ,Blitz Games  ,0.82m,0.51m,0.24m,N/A,0.07m,09th Nov 10  
The Price is Right    ,Wii,Ubisoft  ,Ludia Inc.  ,0.82m,0.76m,N/A,N/A,0.06m,09th Sep 08  
SingStar Vol. 2    ,PS3,Sony Computer Entertainment  ,SCEE London Studio  ,0.81m,0.29m,0.39m,N/A,0.12m,28th Oct 08  
Guitar Hero: Warriors of Rock    ,PS3,Activision  ,Neversoft Entertainment  ,0.81m,0.33m,0.35m,N/A,0.13m,28th Sep 10  
Who Wants to be a Millionaire    ,PS,Eidos Interactive  ,Hothouse Creations  ,0.80m,0.45m,0.30m,N/A,0.05m,29th Sep 00  
Guitar Hero: Metallica    ,X360,Activision  ,Neversoft Entertainment  ,0.80m,0.52m,0.20m,N/A,0.07m,29th Mar 09  
Hasbro Family Game Night 3    ,Wii,Electronic Arts  ,EA Bright Light  ,0.80m,0.46m,0.27m,N/A,0.07m,26th Oct 10  
Rayman Raving Rabbids 2    ,DS,Ubisoft  ,Ubisoft Paris  ,0.80m,0.73m,0.01m,N/A,0.06m,13th Nov 07  
Guitar Hero: Aerosmith    ,PS2,Activision  ,BudCat Creations  ,0.79m,0.61m,0.00m,N/A,0.18m,29th Jun 08  
Dead Island: Riptide    ,X360,Deep Silver  ,Techland  ,0.79m,0.44m,0.27m,0.01m,0.07m,23rd Apr 13  
Band Hero    ,X360,Activision  ,Neversoft Entertainment  ,0.79m,0.51m,0.21m,N/A,0.07m,03rd Nov 09  
DJ Hero 2    ,PS3,Activision  ,FreeStyle Games  ,0.78m,0.49m,0.19m,N/A,0.10m,19th Oct 10  
Buzz! The Hollywood Quiz     ,PS2,Sony Computer Entertainment  ,Relentless Software  ,0.78m,0.17m,0.00m,N/A,0.61m,11th Mar 08  
DJ Hero    ,Wii,Activision  ,FreeStyleGames  ,0.78m,0.47m,0.23m,N/A,0.08m,27th Oct 09  
Rare Replay    ,XOne,Microsoft Studios  ,Rare Ltd.  ,0.78m,0.42m,0.27m,0.01m,0.07m,04th Aug 15  
ABBA: You Can Dance    ,Wii,Ubisoft  ,Ubisoft  ,0.77m,0.18m,0.50m,N/A,0.10m,15th Nov 11  
Lips    ,X360,Microsoft Game Studios  ,iNiS  ,0.77m,0.12m,0.56m,N/A,0.10m,18th Nov 08  
Caesars Palace 2000: Millennium Gold Edition    ,PS,Interplay  ,Runecraft  ,0.77m,0.43m,0.29m,N/A,0.05m,29th Jun 00  
Band Hero    ,PS3,Activision  ,Neversoft Entertainment  ,0.76m,0.41m,0.23m,N/A,0.12m,03rd Nov 09  
Taiko no Tatsujin: Tatakon de Dodon ga Don    ,PS2,Namco  ,Namco  ,0.76m,N/A,N/A,0.76m,N/A,24th Oct 02  
Super Monkey Ball: Touch & Roll    ,DS,Sega  ,Amusement Vision  ,0.76m,0.69m,0.00m,N/A,0.06m,21st Feb 06  
We Sing    ,Wii,Nordic Games  ,Le Cortex  ,0.75m,N/A,0.68m,N/A,0.08m,13th Nov 09  
Borderlands: The Pre-Sequel    ,X360,2K Games  ,Unknown  ,0.75m,0.48m,0.19m,0.01m,0.07m,14th Oct 14  
Jampack Summer 2001    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.74m,0.36m,0.28m,N/A,0.10m,11th Jul 01  
Yu-Gi-Oh! Dungeon Dice Monsters    ,GBA,Konami  ,Konami  ,0.74m,0.42m,0.16m,0.15m,0.01m,12th Feb 03  
Namco Museum Remix    ,Wii,Namco Bandai  ,Namco  ,0.74m,0.68m,0.00m,N/A,0.05m,23rd Oct 07  
Practise English!    ,DS,Nintendo  ,Plato  ,0.73m,N/A,N/A,0.73m,N/A,26th Oct 07  
Just Dance Wii    ,Wii,Nintendo  ,Unknown  ,0.73m,N/A,N/A,0.73m,N/A,13th Oct 11  
Monopoly Streets    ,Wii,Electronic Arts  ,Electronic Arts  ,0.73m,0.23m,0.42m,N/A,0.07m,26th Oct 10  
Jampack Winter 2001    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.72m,0.35m,0.28m,N/A,0.09m,21st Nov 01  
Jeopardy!    ,PS,Hasbro Interactive  ,Artech Studios  ,0.71m,0.39m,0.27m,N/A,0.05m,01st Jan 98  
LEGO Rock Band    ,Wii,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,0.70m,0.41m,0.22m,N/A,0.06m,03rd Nov 09  
Ratchet & Clank: Into the Nexus    ,PS3,Sony Computer Entertainment America  ,Unknown  ,0.69m,0.30m,0.28m,N/A,0.12m,12th Nov 13  
The Evil Within    ,XOne,Bethesda Softworks  ,Tango Gameworks  ,0.69m,0.36m,0.27m,0.00m,0.06m,14th Oct 14  
Mario Pinball Land    ,GBA,Nintendo  ,Fuse Games Limited  ,0.69m,0.50m,0.18m,N/A,0.01m,04th Oct 04  
LEGO Worlds    ,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.69m,0.28m,0.35m,N/A,0.05m,07th Mar 17  
Midway Arcade Treasures 2    ,PS2,Midway Games  ,Backbone Entertainment  ,0.68m,0.33m,0.26m,N/A,0.09m,11th Oct 04  
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS    ,DS,Rocket Company  ,Imagineer  ,0.67m,N/A,N/A,0.67m,N/A,28th Sep 06  
Taiko no Tatsujin Wii    ,Wii,Namco Bandai  ,Bandai Namco Games  ,0.67m,N/A,N/A,0.67m,N/A,11th Dec 08  
Country Dance    ,Wii,GameMill  ,High Voltage Software  ,0.67m,0.58m,0.04m,N/A,0.05m,29th Mar 11  
100 Classic Books    ,DS,Nintendo  ,Genius Sonority Inc.  ,0.67m,0.12m,0.52m,N/A,0.02m,14th Jun 10  
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou    ,DS,IE Institute  ,IE Institute  ,0.66m,N/A,N/A,0.66m,N/A,09th Nov 06  
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou    ,DS,IE Institute  ,IE Institute  ,0.66m,N/A,N/A,0.66m,N/A,09th Nov 06  
Pro Pinball: Big Race USA    ,PS,Empire Interactive  ,Cunning Developments  ,0.66m,0.37m,0.25m,N/A,0.04m,26th Jul 00  
Book of Spells    ,PS3,Sony Computer Entertainment  ,SCEE London Studio  ,0.66m,0.16m,0.40m,N/A,0.11m,13th Nov 12  
Peppa Pig: Fun and Games    ,DS,Ubisoft  ,Ubisoft  ,0.66m,N/A,0.57m,N/A,0.09m,26th Mar 10  
Freedom Wars    ,PSV,Sony Computer Entertainment  ,SCE Japan Studio  ,0.66m,0.15m,0.10m,0.32m,0.08m,28th Oct 14  
Um Jammer Lammy    ,PS,Sony Computer Entertainment  ,NanaOn-Sha  ,0.66m,0.12m,0.08m,0.41m,0.04m,31st Jul 99  
Taiko no Tatsujin DS: Touch de Dokodon!    ,DS,Namco Bandai  ,Bandai Namco Games  ,0.66m,N/A,N/A,0.66m,N/A,26th Jul 07  
Scene It? Box Office Smash    ,X360,Microsoft Game Studios  ,Krome Studios / Screenlife Games  ,0.65m,0.33m,0.25m,N/A,0.07m,28th Oct 08  
Borderlands: The Pre-Sequel    ,PS3,2K Games  ,Unknown  ,0.65m,0.28m,0.22m,0.05m,0.10m,14th Oct 14  
Cartoon Network Block Party / Cartoon Network Speedway Double Pack    ,GBA,Majesco  ,Majesco Games  ,0.65m,0.47m,0.17m,N/A,0.01m,25th Apr 05  
SingStar Pop Hits    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,0.65m,N/A,0.50m,N/A,0.15m,13th Jun 07  
SingStar R&B      ,PS2,Sony Computer Entertainment  ,SCEE London Studio / Zoe Mode  ,0.65m,N/A,0.05m,N/A,0.60m,26th Oct 07  
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken    ,DS,Namco Bandai  ,Bandai Namco Games  ,0.65m,N/A,N/A,0.65m,N/A,24th Apr 08  
Nicktoons Collection: Game Boy Advance Video Volume 1    ,GBA,Majesco  ,Majesco Games  ,0.64m,0.46m,0.17m,N/A,0.01m,22nd Jun 04  
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb    ,3DS,Namco Bandai Games  ,Bandai Namco Games  ,0.64m,N/A,N/A,0.64m,N/A,12th Jul 12  
Rock Band 3    ,Wii,MTV Games  ,Harmonix Music Systems  ,0.64m,0.53m,0.06m,N/A,0.05m,26th Oct 10  
SpongeBob SquarePants: Game Boy Advance Video Volume 1    ,GBA,Majesco  ,Majesco Games  ,0.64m,0.46m,0.17m,N/A,0.01m,14th May 04  
Konami Collector's Series: Arcade Advanced    ,GBA,Konami  ,KCEA  ,0.64m,0.46m,0.17m,N/A,0.01m,21st Mar 02  
Jampack Volume 13 (RP-T)    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.64m,0.31m,0.24m,N/A,0.08m,18th Oct 05  
Disney Sing It: Party Hits    ,Wii,Disney Interactive Studios  ,Zoe Mode  ,0.63m,0.48m,0.10m,N/A,0.05m,28th Sep 10  
SingStar Queen    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,0.63m,0.08m,0.12m,N/A,0.44m,04th Aug 09  
Just Dance 3    ,PS3,Ubisoft  ,Ubisoft Paris  ,0.63m,0.34m,0.21m,N/A,0.09m,06th Dec 11  
FIFA Soccer    ,PSV,EA Sports  ,EA Canada  ,0.63m,0.16m,0.35m,0.02m,0.09m,15th Feb 12  
Namco Museum    ,GC,Namco  ,Mass Media  ,0.63m,0.48m,0.13m,N/A,0.02m,09th Oct 02  
Family Feud: 2010 Edition    ,Wii,Ubisoft  ,Ludia Inc.  ,0.62m,0.58m,N/A,N/A,0.04m,29th Sep 09  
Guitar Hero: Metallica    ,PS3,Activision  ,Neversoft Entertainment  ,0.62m,0.28m,0.24m,N/A,0.10m,29th Mar 09  
DJ Hero 2    ,Wii,Activision  ,FreeStyle Games  ,0.62m,0.48m,0.09m,N/A,0.04m,19th Oct 10  
The Black Eyed Peas Experience    ,Wii,Ubisoft  ,Ubisoft  ,0.62m,0.37m,0.19m,N/A,0.06m,08th Nov 11  
Start the Party!    ,PS3,Sony Computer Entertainment  ,Supermassive Games Ltd.  ,0.62m,0.07m,0.41m,N/A,0.13m,07th Sep 10  
Pac-Man Player's Choice Bundle    ,GC,Namco  ,Namco  ,0.62m,0.48m,0.12m,N/A,0.02m,02nd Dec 03  
Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!    ,3DS,Namco Bandai Games  ,Infinity  ,0.62m,N/A,N/A,0.62m,N/A,05th Jul 12  
Pac-Man Party    ,Wii,Namco Bandai  ,Namco Bandai Games  ,0.62m,0.47m,0.08m,0.01m,0.05m,16th Nov 10  
SingStar Singalong With Disney    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,0.61m,N/A,0.04m,N/A,0.57m,07th Nov 08  
2 Games in 1: Sonic Battle & ChuChu Rocket!    ,GBA,THQ  ,Sonic Team  ,0.61m,0.44m,0.16m,N/A,0.01m,16th Nov 05  
Dynasty Warriors 8    ,PS3,Tecmo Koei  ,Omega Force  ,0.61m,0.12m,0.11m,0.34m,0.05m,16th Jul 13  
Texas Hold 'Em Poker    ,GBA,Majesco  ,Skyworks Technologies  ,0.61m,0.44m,0.16m,N/A,0.01m,01st Nov 04  
Ganbaru Watashi no Kakei Diary    ,DS,Nintendo  ,syn Sophia  ,0.61m,N/A,N/A,0.61m,N/A,12th Jul 07  
Game & Watch Gallery 4    ,GBA,Nintendo  ,Nintendo  ,0.61m,0.43m,0.16m,N/A,0.01m,28th Oct 02  
New Carnival Games    ,Wii,2K Games  ,Cat Daddy Games  ,0.61m,0.34m,0.21m,N/A,0.06m,21st Sep 10  
Wipeout: The Game    ,DS,Activision  ,Endemol  ,0.61m,0.56m,N/A,N/A,0.04m,22nd Jun 10  
Disney TH!NK Fast: The Ultimate Trivia Showdown    ,Wii,Disney Interactive Studios  ,Magenta Software  ,0.60m,0.37m,0.16m,0.01m,0.06m,21st Oct 08  
Tales of Zesteria    ,PS3,Namco Bandai Games  ,Unknown  ,0.60m,0.07m,0.07m,0.42m,0.03m,20th Oct 15  
Monopoly    ,X360,Electronic Arts  ,EA Bright Light  ,0.59m,0.34m,0.20m,N/A,0.06m,20th Oct 08  
Disney Sing It! High School Musical 3: Senior Year    ,Wii,Disney Interactive Studios  ,Zoe Mode  ,0.59m,0.32m,0.23m,N/A,0.04m,17th Feb 09  
Jampack Fall 2001    ,PS,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.59m,0.33m,0.22m,N/A,0.04m,12th Sep 01  
Rock Band 2    ,PS2,MTV Games  ,Harmonix Music Systems  ,0.59m,0.29m,0.23m,N/A,0.08m,18th Nov 08  
Spelling Challenges and more!     ,DS,Crave Entertainment  ,Supersonic Software  ,0.59m,0.54m,0.00m,N/A,0.04m,24th Sep 07  
Disney Sing It: Family Hits    ,Wii,Disney Interactive Studios  ,Zoe Mode  ,0.59m,0.38m,0.17m,N/A,0.05m,03rd Aug 10  
WarioWare D.I.Y.    ,DS,Nintendo  ,Intelligent Systems  ,0.59m,0.17m,0.18m,0.20m,0.04m,28th Mar 10  
Jeopardy!    ,Wii,THQ  ,"Pipeworks Software, Inc.  ",0.59m,0.55m,N/A,N/A,0.04m,02nd Nov 10  
Game Party in Motion    ,X360,Warner Bros. Interactive  ,FarSight Studios  ,0.58m,0.36m,0.17m,N/A,0.05m,18th Nov 10  
LEGO Worlds    ,NS,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.58m,0.21m,0.33m,0.00m,0.04m,05th Sep 17  
Guitar Hero: Smash Hits    ,Wii,Activision  ,Neversoft Entertainment  ,0.58m,0.31m,0.21m,N/A,0.06m,16th Jun 09  
My Secret World by Imagine    ,DS,Ubisoft  ,Ubisoft Milan  ,0.58m,0.38m,0.19m,N/A,0.01m,16th Sep 08  
Doom 3 BFG Edition    ,PS3,Bethesda Softworks  ,Unknown  ,0.58m,0.26m,0.22m,N/A,0.10m,16th Oct 12  
Hasbro Family Game Night    ,PS2,Electronic Arts  ,EA Bright Light  ,0.57m,0.28m,0.22m,N/A,0.07m,11th Nov 08  
Rock Band 3    ,PS3,MTV Games  ,Harmonix Music Systems  ,0.57m,0.43m,0.09m,N/A,0.06m,26th Oct 10  
Jampack Summer 2002    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.57m,0.28m,0.22m,N/A,0.07m,28th May 02  
Trivial Pursuit    ,Wii,Electronic Arts  ,Adrenalin Interactive  ,0.57m,0.20m,0.30m,N/A,0.06m,10th Mar 09  
Soul Sacrifice    ,PSV,Sony Computer Entertainment  ,Marvelous Entertainment  ,0.56m,0.15m,0.11m,0.22m,0.08m,30th Apr 13  
LEGO Rock Band    ,X360,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,0.56m,0.40m,0.11m,N/A,0.05m,03rd Nov 09  
Harry Potter Collection    ,PS2,Electronic Arts  ,Electronic Arts  ,0.56m,0.28m,0.21m,N/A,0.07m,23rd Oct 07  
Yu-Gi-Oh! World Championship Tournament 2004    ,GBA,Konami  ,KCEJ  ,0.56m,0.40m,0.15m,N/A,0.01m,10th Feb 04  
Barbie Groovy Games    ,GBA,Universal Interactive  ,Digital Illusions (DICE)  ,0.56m,0.40m,0.15m,N/A,0.01m,04th Sep 02  
DS Bimoji Training    ,DS,Nintendo  ,Nuevo Retro Games / NST  ,0.56m,N/A,N/A,0.56m,N/A,13th Mar 08  
Grease    ,Wii,505 Games  ,Zoe Mode  ,0.55m,0.26m,0.24m,N/A,0.05m,24th Aug 10  
American Idol    ,PS2,Codemasters  ,Hothouse Creations  ,0.55m,0.27m,0.21m,N/A,0.07m,11th Nov 03  
Top Gun: Fire at Will!    ,PS,Spectrum Holobyte  ,MicroProse  ,0.55m,0.30m,0.21m,N/A,0.04m,01st Jun 96  
SingStar Summer Party    ,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,0.54m,N/A,0.06m,N/A,0.48m,25th Apr 08  
Are You Smarter than a 5th Grader? Make the Grade    ,Wii,THQ  ,THQ  ,0.54m,0.50m,N/A,N/A,0.04m,20th Oct 08  
Let's Draw!    ,DS,Majesco  ,Agatsuma Entertainment  ,0.54m,0.24m,0.24m,N/A,0.06m,16th Mar 10  
Bust A Groove    ,PS,989 Studios  ,Metro  ,0.54m,0.09m,0.06m,0.35m,0.04m,31st Oct 98  
Pachi-Slot Aruze Oukoku 2    ,PS,Aruze Corp  ,Aruze Corp  ,0.54m,N/A,N/A,0.50m,0.04m,25th Nov 99  
Tales of Symphonia Chronicles    ,PS3,Namco Bandai Games  ,Namco  ,0.54m,0.21m,0.13m,0.13m,0.07m,25th Feb 14  
Bratz: Rock Angelz    ,GBA,THQ  ,Blitz Games  ,0.54m,0.39m,0.14m,N/A,0.01m,01st Jan 05  
50 Classic Games    ,DS,Destineer  ,cerasus.media GmbH  ,0.54m,0.50m,N/A,N/A,0.04m,21st Jul 09  
Jampack Volume 11    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.53m,0.26m,0.20m,N/A,0.07m,22nd Oct 04  
SpongeBob SquarePants: Game Boy Advance Video Volume 2    ,GBA,Majesco  ,Majesco Games  ,0.53m,0.38m,0.14m,N/A,0.01m,14th May 04  
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe    ,XB,Sega  ,Sega  ,0.53m,0.40m,0.11m,N/A,0.02m,01st Jan 05  
Jampack Vol. 2    ,PS,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.53m,0.30m,0.20m,N/A,0.03m,01st Jan 97  
Michael Jackson: The Experience    ,PS3,Ubisoft  ,Ubisoft Montreal  ,0.53m,0.25m,0.19m,0.00m,0.09m,12th Apr 11  
Are You Smarter than a 5th Grader?    ,DS,THQ  ,ValuSoft  ,0.53m,0.48m,0.00m,N/A,0.04m,12th Nov 07  
Pachi-Slot Aruze Oukoku 4    ,PS,Aruze Corp  ,Aruze Corp  ,0.53m,N/A,N/A,0.49m,0.03m,14th Dec 00  
Sesame Street: Once Upon A Monster    ,X360,Warner Bros. Interactive  ,Double Fine Productions  ,0.52m,0.39m,0.09m,N/A,0.04m,11th Oct 11  
SingStar Dance    ,PS3,Sony Computer Entertainment  ,SCEE London Studio  ,0.52m,0.09m,0.32m,N/A,0.11m,09th Nov 10  
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu    ,DS,Nintendo  ,Nintendo  ,0.52m,N/A,N/A,0.52m,N/A,07th Dec 06  
Jampack Winter 2002    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.52m,0.25m,0.20m,N/A,0.07m,17th Oct 02  
Pac-Man Fever    ,PS2,Namco  ,Mass Media  ,0.51m,0.25m,0.20m,N/A,0.07m,02nd Sep 02  
Jam With the Band    ,DS,Nintendo  ,Nintendo SDD  ,0.51m,N/A,0.00m,0.51m,0.00m,21st May 10  
"SpongeBob SquarePants: Lights, Camera, Pants!    ",GBA,THQ  ,WayForward Technologies  ,0.51m,0.37m,0.14m,N/A,0.01m,21st Oct 05  
Rugrats: Scavenger Hunt    ,N64,THQ  ,Realtime Associates  ,0.51m,0.41m,0.09m,N/A,0.01m,29th Jun 99  
My Word Coach    ,Wii,Ubisoft  ,Ubisoft Montreal  ,0.51m,0.46m,0.01m,N/A,0.04m,06th Nov 07  
Theatrhythm: Final Fantasy    ,3DS,Square Enix  ,Jupiter Multimedia  ,0.51m,0.22m,0.07m,0.18m,0.03m,03rd Jul 12  
World Championship Poker    ,XB,Crave Entertainment  ,Coresoft  ,0.51m,0.37m,0.11m,N/A,0.02m,30th Nov 04  
Cars Toon: Mater's Tall Tales    ,Wii,Disney Interactive Studios  ,Papaya Studios  ,0.51m,0.45m,0.02m,N/A,0.04m,19th Oct 10  
Capcom Classics Collection    ,PS2,Capcom  ,Digital Eclipse  ,0.51m,0.22m,0.17m,0.05m,0.06m,27th Sep 05  
Monopoly Party    ,PS2,Infogrames  ,Runecraft  ,0.51m,0.25m,0.19m,N/A,0.06m,11th Nov 02  
Rock Band Unplugged    ,PSP,MTV Games  ,Backbone Entertainment / Harmonix Music Systems  ,0.50m,0.25m,0.15m,N/A,0.11m,09th Jun 09  
Blue's Clues: Blue's Big Musical    ,PS,THQ  ,Terryglyph Interactive Studios  ,0.50m,0.28m,0.19m,N/A,0.03m,24th Aug 01  
Disney Sing It    ,PS2,Disney Interactive Studios  ,Zoe Mode  ,0.50m,0.25m,0.19m,N/A,0.06m,21st Oct 08  
Activision Anthology    ,PS2,Activision  ,Contraband Entertainment  ,0.50m,0.25m,0.19m,N/A,0.06m,25th Nov 02  
Pokémon Art Academy     ,3DS,Nintendo  ,Headstrong Games  ,0.50m,0.18m,0.12m,0.17m,0.03m,24th Oct 14  
Boogie    ,Wii,Electronic Arts  ,EA Montreal  ,0.49m,0.43m,0.03m,N/A,0.04m,07th Aug 07  
The Price is Right    ,DS,Ubisoft  ,Ludia Inc.  ,0.49m,0.46m,N/A,N/A,0.04m,09th Sep 08  
Middle-Earth: Shadow of Mordor    ,X360,Warner Bros. Interactive Entertainment  ,Unknown  ,0.49m,0.28m,0.16m,N/A,0.04m,18th Nov 14  
The Evil Within    ,X360,Bethesda Softworks  ,Tango Gameworks  ,0.49m,0.28m,0.16m,0.01m,0.04m,14th Oct 14  
Taiko no Tatsujin: Appare Sandaime    ,PS2,Namco  ,Namco  ,0.49m,N/A,N/A,0.49m,N/A,30th Oct 03  
Art Academy: Lessons for Everyone!    ,3DS,Nintendo  ,Headstrong Games  ,0.49m,0.20m,0.05m,0.21m,0.02m,01st Oct 12  
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai    ,PS2,Hudson Soft  ,Hudson Soft  ,0.49m,N/A,N/A,0.49m,N/A,13th Dec 01  
Jeopardy!    ,PS2,Atari  ,Atari  ,0.48m,0.24m,0.18m,N/A,0.06m,28th Oct 03  
Pinball Hall of Fame: The Williams Collection    ,Wii,Crave Entertainment  ,FarSight Studios  ,0.48m,0.42m,0.03m,N/A,0.04m,26th Feb 08  
You're in the Movies    ,X360,Microsoft  ,Zoe Mode  ,0.48m,0.27m,0.17m,N/A,0.05m,17th Nov 08  
Fortune Street    ,Wii,Nintendo  ,Square Enix  ,0.48m,0.25m,0.03m,0.17m,0.03m,05th Dec 11  
Scene It? Lights Camera Action    ,X360,Microsoft Game Studios  ,WXP / Screenlife Games  ,0.48m,0.43m,0.01m,N/A,0.04m,06th Nov 07  
Rayman Raving Rabbids: TV Party    ,DS,Ubisoft  ,Ubisoft Casablanca  ,0.48m,0.44m,0.01m,N/A,0.04m,18th Nov 08  
Doom 3 BFG Edition    ,X360,Bethesda Softworks  ,id Software  ,0.48m,0.28m,0.15m,N/A,0.04m,16th Oct 12  
Momotarou Dentetsu V    ,PS,Hudson Entertainment  ,Hudson  ,0.47m,N/A,N/A,0.44m,0.03m,16th Dec 99  
MTV Music Generator    ,PS,Codemasters  ,Jester Interactive  ,0.47m,0.26m,0.18m,N/A,0.03m,30th Nov 99  
Super Momotarou Dentetsu DX    ,SNES,Hudson Soft  ,Hudson Soft  ,0.47m,N/A,N/A,0.47m,0.00m,08th Dec 95  
World Series of Poker    ,PS2,Activision  ,Activision Value  ,0.47m,0.39m,0.01m,N/A,0.06m,31st Aug 05  
Dragon Ball Z: Collectible Card Game    ,GBA,Infogrames  ,Magellan Interactive  ,0.46m,0.33m,0.12m,N/A,0.01m,29th May 02  
SingStar Amped    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.46m,0.23m,0.18m,N/A,0.06m,18th Sep 07  
Jampack Winter 2003 (RP-M)    ,PS2,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,0.46m,0.22m,0.18m,N/A,0.06m,15th Oct 03  
Momotarou Dentetsu 11    ,PS2,Hudson Soft  ,Hudson Soft  ,0.46m,N/A,N/A,0.46m,N/A,05th Dec 02  
Country Dance 2    ,Wii,GameMill  ,High Voltage Software  ,0.46m,0.43m,N/A,N/A,0.03m,01st Nov 11  
We Sing Encore    ,Wii,Nordic Games  ,Le Cortex  ,0.45m,N/A,0.40m,N/A,0.05m,20th Aug 10  
God Eater 2    ,PSV,Namco Bandai Games  ,Shift  ,0.45m,N/A,N/A,0.45m,N/A,14th Nov 13  
Band Hero    ,DS,Activision  ,Vicarious Visions  ,0.45m,0.22m,0.19m,N/A,0.05m,03rd Nov 09  
Karaoke Revolution Presents American Idol Encore    ,Wii,Konami  ,Blitz Games  ,0.45m,0.42m,N/A,N/A,0.03m,05th Feb 08  
Brain Challenge    ,DS,Ubisoft  ,Gameloft  ,0.45m,0.41m,0.01m,N/A,0.03m,08th Jan 08  
Yu-Gi-Oh! Destiny Board Traveler    ,GBA,Konami  ,KCEJ  ,0.45m,0.32m,0.12m,N/A,0.01m,26th Oct 04  
My Fashion Studio    ,DS,Ubisoft  ,505 Games  ,0.45m,0.41m,0.01m,N/A,0.03m,10th Jun 08  
